raw_text,teencode_ratio
"Ngày bé chúng tôi hôm nào cũng vào rừng, gọi tên nhau vọng vào núi cho vui và khắc tên khắp từ vách đá đến gốc cây.",0.0
Đứa nào cũng khỏe mạnh 😄,0.0
"Có gọi thì gọi tên ingame thôi, ai biết tên thật mà gọi?",0.0
"Vào rừng gọi nhau làm gì ai làm việc nấy đi, trừ khi có giao tranh.",0.0
Chỉ có Keera đi vào đá được thôi chứ mình núp bụi là cùng.,0.0
Nói chung là đừng phá game,0.0
Gọi rồi team địch biết nó kéo hội qua cướp bùa thì sao,0.0
tao khóc vì bạn tao,0.0
"Khi bồ quá tập trung vào họ, bồ sẽ quên mất cũng cần như vậy với chính mình.",0.0
Cho đi không đồng nghĩa với nhận lại ngày nào đó mình sẽ nhận được những gì mình xứng đáng thoi đừng mất niềm tin mà sống dè dặt,0.0
cũng đừng kỳ vọng quá cao.,0.0
Làm những gì mình thấy vui là được,0.0
"Là một giáo viên có nguyên tắc, tôi chỉ kết bạn với phụ huynh nữ, tuyệt đối không add bất kỳ phụ huynh nam nào.",0.0
tuỵt quá tôi đã thả tym 2 lần,0.0
Lần sau đề nghị để câu cuối lên đầu :)),0.0
Tôi thật sự là một giáo viên nam có nguyên tắc 🥰,0.0
Thích nhất câu cuối 🤭🤣🤣,0.0
Kể cả phụ huynh nam có liên lạc tôi cũng nói là đã trao đổi với mẹ cháu rồi,0.0
cho dù phụ huynh nam đó có đẹp trai đến thế nào đi chăng nữa.,0.0
Topic: Hãy kể những kiểu cãi nhau mà bạn khó chịu nhất Tui trước: không cãi lại được bắt đầu dùng mấy từ xúc phạm đối phương,0.0
cãi nhau đuối lí là gào mồm lên để át tiếng người khác,0.0
"Lại còn thêm dấu chấm than nữa, cười địch",0.0
Ủa là 2 cái đó khác nhau hả?,0.0
Trà xanh mùi thơm hơn,0.0
Đọc xong đứng hình🥰😭😭,0.0
Ủa vậy tụi nó khác nhau hả??,0.0
😞vcl khác nhau thật á...,0.0
ủa chứ không phải hả,0.0
Không biết matcha với trà xanh :)...,0.0
Chắc là mình ngu thật đêm mới vô shoppe mua đồ,0.0
Là lúc bản thân cảm thấy yếu đuối nhất,0.0
Thoi ngủ sớm đi sau 10h hoá điên đêys,0.0
nhớ mmc dien luôn,0.0
cô đơn vl í,0.0
thiệt dm cứ đêm đêm sau 23g là nhớ mmc muốn chết đi sống lại mà sáng vẫn chill chill =)),0.0
Không biết tiếp theo mình nên làm gì sau khi đỗ c3=)),0.0
biết trượt tuyển sinh 10 dù học rất giỏi nhưng lại tự tin quá trớn và chủ quan,0.0
Sau này học gdtx lấy bằng c3 đi du học,0.0
Nghỉ việc tại nơi từng gắn bó 8 tháng….,0.0
Xong chơi 1 tháng hơn mới đi tìm việc 😭 lúc đó chênh vênh thật sự,0.0
bị burn out suốt học kì 1 năm 12☺️.,0.0
Bước qua tuổi 18,0.0
vừa đẻ xong bác sĩ đặt em bé lên người mình🥺,0.0
"chiều muộn, đang ngồi học trong lớp thì lơ đãng nhìn ra ngoài cửa sổ, đột nhiên cảm thấy bản thân chưa đủ cố gắng để đền đáp bố mẹ",0.0
"Nếu Mỹ và Iran không dừng chiến tranh lại, tôi buộc phải đi bộ đi học.",0.0
"Nếu Mỹ và Iran không ngừng bắn nhau, thì mai tôi sẽ phải đi học 🙂",0.0
Vẫn đi đều :)),0.0
đi bộ tới trường cũng thấy khoẻ nữa😭😭,0.0
con trúc học đi🥵,0.0
trúc ơi huyền hết tiền đổ xăng rồi 😔,0.0
cuối cùng vẫn phải đi học nhờ😞,0.0
"Tụi nó không quánh nhau, tôi vẫn cuốc bộ đi làm :))))))",0.0
hey😨 sợ quá hết buồn ngủ rồi,0.0
+1 Nạn nhân thiệt mạng trước vụ đánh bom :)),0.0
"vào 00h00 rạng sáng nay, 1 thanh niên đột ngột qua ngày mới tại nhà riêng.",0.0
Hôm nay sẽ là thông điệp bạn bắt buộc phải ghi nhớ : Hãy nhớ tên các quốc gia sau đây,0.0
họ là những nước đã bỏ phiếu phản đối cấm vận của Mỹ áp lên Việt Nam năm 1979 - LÀO 🇱🇦 - Syria 🇸🇾 - Ba Lan 🇵🇱 - Liên Xô Cũ 🇷🇺 - Mông Cổ 🇲🇳 - Cuba 🇨🇺 - Tiệp Khắc - Yemen 🇾🇪 - Iraq 🇮🇶,0.0
sẽ ghi nhớ và hãy nhớ luôn các nước đã tiếp sức cho “ pol pot “,0.0
Mặt nào thấy mình thiệt thòi là có Lào ra giúp.,0.0
Nhớ không nhầm thì Pháp cũng khuyên Mỹ bỏ cấm vận nước mình phải không nhỉ?,0.0
Sau chuyển thăm Việt Nam vào khoảng những năm 80 thì phải,0.0
Mỹ nợ cả thế giới nhưng bằng một cách nào đó cả thể giới đang gánh nợ thay mỹ,0.0
Sai cờ LX bạn ơi.,0.0
Dù mục đích là gì đi chăng nữa vẫn sẽ ghi nhớ ân nghĩa này .respect 🙏 .mặc dù chúng ta vẫn bị cấm vận nhưng lúc hoạn nạn mới thấy ân tình mới biết được ai thực sự là bạn,0.0
"CHDC Đức, CHND Bulgaria, CHND Hungary : * left the chat*",0.0
tổng thống mỹ làm mọi thứ trừ việc qua đời,0.0
Tóm tắt từ AI cho những ai chưa biết,0.0
Mé hôm bữa đi 3/2 có chiếc xe dán hình ông Trump rồi 1 bên dán chữ gì mà nhờ ơn Trump nhờ Mỹ mà gì gì đấy,0.0
giống phát cuồng vì ổng.,0.0
"Kệ ổng đi , ae mình cứ vui là được",0.0
trump doc xong khoc nuc no,0.0
thời của vượng,0.0
dm bảo sao mấy nay xăng người ta xếp hàng dữ vậy =)),0.0
xin đề xuất hướng giải quyết,0.0
cam thay minh nhu pham nhat vuong,0.0
mắc gì làm thiệt 😔🥺,0.0
1 là Mỹ và Iran dừng lại 2 là sinh viên Việt Nam đạp xe đi học Chị không giỡn,0.0
nếu Mỹ và Iran không dừng chiến tranh lại tôi buộc lòng phải cưỡng hôn donald trump,0.0
e sợ lắm,0.0
Trông thế mà liều,0.0
hun ai lựa đi,0.0
Dm sao Việt Nam cái gì cũng dám giỡn vậy😭😭,0.0
Tôi không muốn có chiến tranh.nhưng tôi thấy đất nước mà đến người dân của họ họ còn mang ra giết vì lên tiếng những cái bất bình,0.0
không được lòng dân thì sớm muộn cũng mất nước.,0.0
Mình xin đính chính lại cho bạn tên phim là Lord of War nha.,0.0
Báo chí thế giới thì đưa tin là vì Iran đang phải sống dưới chế độ độc tài và phát triển vũ khí hạt nhân.,0.0
Còn mình thì nghĩ vì Iran thân Nga và có trữ lượng dầu mỏ lớn.,0.0
Có nhiều nguyên nhân tuy nhiên nguyên nhân quan trọng nhất đó là nước Mỹ cần chiến tranh,0.0
họ cần chiến tranh như 1 loại nhiên liệu để vận hành bộ máy của họ.,0.0
"Đơn giản nhất đó là vũ khí, không ngành nào đem lại lợi nhuận khủng khiếp như buôn vũ khí.",0.0
Bạn có thể xem phim God of war của Nicolag cage để hiểu thêm,0.0
méo mó là bố mày phang hiểu chưa.. Còn trả lời đúng về câu hỏi của bạn thì bạn hãy làm đất nước mình giàu lên,0.0
câu trả lời nằm gọn trong 4 chữ: chủ nghĩa đế quốc,0.0
Hj anh chị cho em hỏi về vấn đề này liên quan đến thế giới ạ.,0.0
Cho em hỏi tại sao Mỹ lại đánh Iran vậy ạ?,0.0
"Em không biết và cũng đang tìm hiểu ạ, em chỉ muốn biết lí do và đầu nguồn tại sao Mỹ lại đánh thôi ạ.",0.0
Em cảm ơn anh chị,0.0
Bạn nói cái này tôi nghe hợp lý,0.0
nguồn lợi là nó muốn chiếm à =)) mình hồi xưa cũng vậy á,0.0
... nhưng cảm thấy qua rồi thì mình cảm nhận nước mình quá may mắn vì đã giành được độc lập,0.0
- Không có hệ thống ngân hàng Rothschild.,0.0
- Dầu mỏ.,0.0
- Ngăn chặn làm bom nguyên tử.,0.0
"- ""Giải cứu"" người dân - Kiểm soát trading route.",0.0
- Tái thiết Iran để đưa người thân Isr và Mỹ lên -> đặt base của Mẽo ở đấy -> an ninh tuyệt đối - Yếu tố tôn giáo (cái này cực kỳ phức tạp),0.0
chiến tranh Iran,0.0
"nghe đồn TQ đang có dự định xây dựng 1 trạm trung chuyển ở Iran trong khuôn khổ dự án ""Vành đai và Con đường"" nhằm tạo tuyến thương mại thứ 2 ngoài tuyến trên biển do Mỹ kiểm soát.",0.0
"Mấy vấn đề chính trị này rất khó để phân định đúng sai, chỉ là ai chọn nhìn dưới góc độ thế nào thôi",0.0
vì Iran có dầu mỏ đó Mỹ nó đánh để kiềm hãm sự hợp tác về kinh tế của Trung Quốc-Iran và quân sự của Nga-Iran,0.0
Chính xác 🥳🥳🥳,0.0
địt mẹ chất,0.0
Cách bán hàng giỏi nhất,0.0
"Cần vay 🔥15-300tr💵 ib em tư vấn MIỄN PHÍ ✅đủ 21t đi làm công ty ✅ không nợ 6, dư nợ cao ☎️ zép lào: 0395.423.882 (Yến)",0.0
Vợ tôi nghe xong quẹt gần 10 củ 🥹,0.0
Bà nhân viên vuýp của vuýp,0.0
nói như vả vô mặt ông chồng nói vậy khác nào “nhìn mặt chồng chị có tướng hám gái lạ lắm,0.0
chị mua mấy cái này về trưng diện cho đẹp để chồng không dòm gái bên ngoài” hihi,0.0
Dẫn vợ đi dạo TTTM,0.0
"Nhỏ nhân viên mới nói: ""Chị biết sao trà xanh lộng hành vậy không?",0.0
Bởi vì những người chính thất như chị không nỡ tiêu tiền của chồng để chăm chút bản thân.,0.0
"Kết quả tiểu 3 hưởng hết.""",0.0
"Vợ định mua bộ mỹ phẩm hơn 3tr, nhưng đắt quá nên suy nghĩ mãi",0.0
Má này chắc nhân viên sale xuất sắc của brand :)))))),0.0
phim Việt Nam như thể xem Chat GPT ấy =)))),0.0
Người Việt chào nhau : hello bro 🥀,0.0
Nhưng bạn không thể xem phim Việt Nam để học giao tiếp với người Việt 🤡,0.0
"Bạn cũng có thể xem phim Hàn, Trung để học giao tiếp với người Hàn, Trung.",0.0
Mình cũng từng có trải nghiệm như vậy về việc thiếu kiến thức về từ vựng tiếng Việt mà mình đưa những từ này vào tình huống và thời điểm chưa đúng đắn.,0.0
Mình thiết nghĩ người Việt mà còn khó khăn khi hiểu và dùng tiếng Việt ^^,0.0
Coi phim Việt nghe diễn viên nói đã còn may.,0.0
"Phim VFC hay bị cái tật cho nhạc nền át hết tiếng nhân vật, mấy đoạn cao trào tình cảm đéo nghe mẹ gì.",0.0
Có khi coi phim Việt không giỏi tiếng Việt mà tự nhiên giỏi nhạc cũng nên.,0.0
🤣🤣🤣🤣🤣 Bởi vì phim Việt dùng VĂN VIẾT để áp dụng cho VĂN NÓI,0.0
tha cho thái tử,0.0
Hay ngôn ngữ nào cũng có nhỉ?,0.0
mình học rất là nhanh và mình thuộc rất là bài ❤️‍🔥,0.0
Ý là bọn TQ cũng vậy mà.,0.0
Với người lạ hay đối tác thì ní hảo thôi chứ bạn bè là ha lồ ha lô,0.0
Bạn có thể xem phim Mỹ để học giao tiếp với người Mỹ.,0.0
ê nhờ bài này toi mới biết chứ bình thường đọc không để ý luôn 😭,0.0
"4,4 tỉ thùng dầu?",0.0
xu hướng xu hướng !,0.0
cái này mà cũng có người nhầm à🤦‍♂️,0.0
400 ngàn tấn nhiên liệu nha,0.0
má ơi dễ huông dạ 😭,0.0
Kêu công an thôi,0.0
Con này rồi gặp quả báo,0.0
