text,target
Em chỉ cs thể an toàn nếu em trung lập.”,Em chỉ có thể an toàn nếu em trung lập.”
cười vl cn vk,cười vl con vợ
"2k2, 2k3 ik lm ĐÒI LƯƠNG 18 - 20tr là cs BỊ ẢO ko?","2k2, 2k3 đi làm ĐÒI LƯƠNG 18 - 20 triệu là có BỊ ẢO không?"
Topic: kể về một ng cs mindset đỉnk nhất mak b từng gặp,Topic: kể về một người có mindset đỉnh nhất mà bạn từng gặp
Hôm r khi lướt Threads,Hôm rồi khi lướt Threads
mih cs đọc đk câu chuyện của một cj HR phỏng vấn 2 ứng viên gen Z (sinh năm 2002 & 2003) cho vị trí Junior,mình có đọc được câu chuyện của một chị HR phỏng vấn 2 ứng viên gen Z (sinh năm 2002 & 2003) cho vị trí Junior
cả hai đều ms tn cs kn trainee 3 tháng ik lm cty kn dưới 6 tháng và muốn nhảy.,cả hai đều mới tốt nghiệp có kinh nghiệm trainee 3 tháng đi làm công ty kinh nghiệm dưới 6 tháng và muốn nhảy.
Đm điều tệ nhất là đăng lên threads ạk,Đm điều tệ nhất là đăng lên threads ạ
t ik thi bằng lái thi xg thì t bắt xe về nhà t đã chờ cả sáng để đc thi thực hành nhưg ko,tôi đi thi bằng lái thi xong thì tôi bắt xe về nhà tôi đã chờ cả sáng để được thi thực hành nhưng không
ngta đẩy t sang thi ca chiều và t khok trc mấy chục cn ng vì ko cho t thi sớm để về nhà,người ta đẩy tôi sang thi ca chiều và tôi khóc trước mấy chục con người vì không cho tôi thi sớm để về nhà
cx may là ngta mủi lòng thw châm chước đẩy t thi trc chứ ko t khók lụt đà nẵng😇,cũng may là người ta mủi lòng thương châm chước đẩy tôi thi trước chứ không tôi khóc lụt đà nẵng😇
hãm vị mom,hãm vị mom
"Hầu như lần nào t cx khók âm thầm và 1 mk vì sợ lm phiền mn và khiến bthan ""tội nghiệp""","Hầu như lần nào tôi cũng khóc âm thầm và 1 mình vì sợ làm phiền mọi người và khiến bản thân ""tội nghiệp"""
nên cũg chả bt kảm giấc ấy ntn,nên cũng chả biết cảm giác ấy như thế nào
tht ra khók mak càng bị mắng là vì họ muốn phủ định kảm xúc của b thoi.,thật ra khóc mà càng bị mắng là vì họ muốn phủ định cảm xúc của bạn thôi.
"Khók trg g hok vì thầy quên cho ktra bù( vì hôm kt t nghỉ), màk ht hki rùi nên thầy nhập đại 5đ.","Khóc trong giờ học vì thầy quên cho kiểm tra bù( vì hôm kiểm tra tôi nghỉ), mà hết học kì rồi nên thầy nhập đại 5 điểm."
Khók xog thầy thw qá cho 10đ😛,Khóc xong thầy thương quá cho 10 điểm😛
thi thử đc 6đ văn xg ngồi khók huhu cô thấy tội q cho lên... 7đ 🤣,thi thử được 6 điểm văn xong ngồi khóc huhu cô thấy tội quá cho lên... 7 điểm 🤣
TOPIC: HÃY KỂ RA 1 LẦN CM THẤY KHOK ĐÚNG LÚC ĐÚNG THỜI ĐIỂM LẠI CS TÁC DỤNG SIÊU PEAK IK,TOPIC: HÃY KỂ RA 1 LẦN CHÚNG MÀY THẤY KHÓC ĐÚNG LÚC ĐÚNG THỜI ĐIỂM LẠI CÓ TÁC DỤNG SIÊU PEAK ĐI
Đa số là zô nghĩa lun as bác=)))) Càng khót càng bị mắng mak lúc nín xog nghĩ lại thấy quê vl💔,Đa số là vô nghĩa luôn á bác=)))) Càng khóc càng bị mắng mà lúc nín xong nghĩ lại thấy quê vl💔
siêu đồng kảm tại t cx từng bị blhđ vì tk màk nhỏ kia thk tỏ ra thân thiết zới t nên nhỏ đók ghét t^^ tối về t chỉ bt khok 1 mik h thì đỡ roi,siêu đồng cảm tại tôi cũng từng bị bạo lực học đường vì thằng mà nhỏ kia thích tỏ ra thân thiết với tôi nên nhỏ đó ghét tôi^^ tối về tôi chỉ biết khóc 1 mình giờ thì đỡ rồi
Uh ok nhà bác hc,Uh ok nhà bác học
"ụa tui lúc nào ns mak ko đúng, cs mặt bà lì ko thèm nghe as","ụa tui lúc nào nói mà không đúng, có mặt bà lì không thèm nghe á"
"Nh khi nghĩ ns dối v cx k mất dì màk k lm bồ giận, chứ k hẳn là cs ý xấu.","Nhiều khi nghĩ nói dối vậy cũng không mất gì mà không làm bồ giận, chứ không hẳn là có ý xấu."
Nhma chúg toi muốn nghe lời thành tht,Nhưng mà chúng tôi muốn nghe lời thành thật
cs thể là giận nhma ít ra chúg toii bt đuộc các ah đg ns tht nên chúg toii thấy an toàn hơn 🥹,có thể là giận nhưng mà ít ra chúng tôi biết được các anh đang nói thật nên chúng tôi thấy an toàn hơn 🥹
"Ncl nh lí do dẫn đến vc ns dối, nma để bị phát hiện thì trg hợp nào cx z th, bn sẽ ăn cức💩","Nói chung là nhiều lí do dẫn đến việc nói dối, nhưng mà để bị phát hiện thì trường hợp nào cũng vậy thôi, bạn sẽ ăn cức💩"
thành tht dc khoan hồng =))) chứ ns dối k tốt chút lào,thành thật được khoan hồng =))) chứ nói dối không tốt chút nào
"Tht sự khi ce chúg t hỏi thì các ah nên thành tht Tụi này sẽ bỏ qua nếu ""được nghe""sự tht và thái độ nhận lỗi.","Thật sự khi chị em chúng tôi hỏi thì các anh nên thành thật Tụi này sẽ bỏ qua nếu ""được nghe""sự thật và thái độ nhận lỗi."
Chứ bt thừa lun,Chứ biết thừa luôn
"Nma ai chả ph ns dối nhỉ, hồi cs ny mk ns dối mẹ ik chs vs ny màk...","Nhưng mà ai chả phải nói dối nhỉ, hồi có người yêu mình nói dối mẹ đi chơi với người yêu mà..."
[GÓC THẮC MẮC] Tsao mấy ôg c zaiiii lại cs cái snghi ns dối ny để đỡ bị giận z???,[GÓC THẮC MẮC] Tại sao mấy ông con trai lại có cái suy nghĩ nói dối người yêu để đỡ bị giận vậy???
:))) ý là cả kể cj e chúg toi cs giận thì cũg chỉ tại thời điểm đấy th chứ ns dối z sau mak chúg toi phát hiện ra thì chuyện lúc đấy là to r nka :))),:))) ý là cả kể chị em chúng tôi có giận thì cũng chỉ tại thời điểm đấy thôi chứ nói dối thế sau mà chúng tôi phát hiện ra thì chuyện lúc đấy là to rồi nha :)))
cgái ngta đã bt r thì ngta ms hỏi,con gái người ta đã biết rồi thì người ta mới hỏi
chủ yếu để xem đối phương cs muốn ns tht vs mìh ko thui nma ko hiểu shao vẫn chọn ns dối.,chủ yếu để xem đối phương có muốn nói thật với mình không thôi nhưng mà không hiểu sao vẫn chọn nói dối.
Mak nếu ko muốn ngta bt thì đừng cs lm:))))),Mà nếu không muốn người ta biết thì đừng có làm:)))))
"Đc r, tôi đã đăng lại.","Được rồi, tôi đã đăng lại."
Xin đừng ns nx 😭,Xin đừng nói nữa 😭
n sợ bị phát hiện nên ms biện minh nthe thui =))),nó sợ bị phát hiện nên mới biện minh như thế thôi =)))
Ê bà này ns đúng ý tui :)))),Ê bà này nói đúng ý tui :))))
Chắc do t bị ngu nên đứa nào mak hỏi hỏi tí là t khai tuốt tuồn tuột 💔😞 (ý là kể chiện gd cs mức độ và cx thân quen ở 1 mức độ nào đók),Chắc do tôi bị ngu nên đứa nào mà hỏi hỏi tí là tôi khai tuốt tuồn tuột 💔😞 (ý là kể chuyện gia đình có mức độ và cũng thân quen ở 1 mức độ nào đó)
real má kiểu dễ nch tí cgiac kể đc là kể luonn=),real má kiểu dễ nói chuyện tí cảm giác kể được là kể luôn=)
cái giống zì cx bt 🤡,cái giống gì cũng biết 🤡
ms lỡ chiều nay,mới lỡ chiều nay
"MOI HT RUỘT GAN RA ĐỂ KỂ VÌ NGHĨ LÀ B THÂN, ĐÃ HỐI HẬN🙌🏻","MOI HẾT RUỘT GAN RA ĐỂ KỂ VÌ NGHĨ LÀ BẠN THÂN, ĐÃ HỐI HẬN🙌🏻"
"FACT: CS THÂN CỠ NÀO CG KO ĐC KỂ CHUYỆN GĐ, RÕ CH CÁC C VK !","FACT: CÓ THÂN CỠ NÀO CŨNG KHÔNG ĐƯỢC KỂ CHUYỆN GIA ĐÌNH, RÕ CHƯA CÁC CON VK !"
kể ht cuộc đời r g shao,kể hết cuộc đời rồi giờ sao
"thề sai lầm vcl 🙏🏻 chs thân gần 3 năm,tin tưởng ms dám kể :) ai ngờ n chs cho 1 vố nhớ đời","thề sai lầm vcl 🙏🏻 chơi thân gần 3 năm,tin tưởng mới dám kể :) ai ngờ nó chơi cho 1 vố nhớ đời"
"t thấy lúc soft nhất là ảnh bảo "" thík dzề cứ mua , ah để nh tiền ik chs dzới em lắm "" màk lúc đók là first date","tôi thấy lúc soft nhất là ảnh bảo "" thích gì cứ mua , anh để nhiều tiền đi chơi với em lắm "" mà lúc đó là first date"
"Ny mk hỏi em cs bóc đk card Martin ko và thấy mik cười nên ảnh ""vậy là bóc trúng rùi"" r ảnh còn cười toe toét hơn mk","Người yêu mình hỏi em có bóc được card Martin không và thấy mình cười nên ảnh ""vậy là bóc trúng rồi"" rồi ảnh còn cười toe toét hơn mình"
Siêu nhẹ nhành và ngọt ngào cấp 3 + đh nắng mưa đều đưa ik rước về nhậu say ank đón,Siêu nhẹ nhàng và ngọt ngào cấp 3 + đại học nắng mưa đều đưa đi rước về nhậu say anh đón
tết dzừa r nhập viện từ 29 đến m4 ah trôg miết lúc nào cx Ah đây .,tết vừa rồi nhập viện từ 29 đến mùng 4 anh trông miết lúc nào cũng Anh đây .
thg ck mk kê tay cho mih ngủ tới sáng,thằng chồng mình kê tay cho mình ngủ tới sáng
mỏi qá thì ngồi dậy đổi bên =))) xg t cựa mk thì vỗ nhẹ lưng t cho t zô giấc lại,mỏi quá thì ngồi dậy đổi bên =))) xong tôi cựa mình thì vỗ nhẹ lưng tôi cho tôi vô giấc lại
màk t ngủ mê qá là t sẽ tự động tách ra để ngủ 1 chỗ rộng hơn thì ck t sẽ kéo t lại ôm tiếp,mà tôi ngủ mê quá là tôi sẽ tự động tách ra để ngủ 1 chỗ rộng hơn thì chồng tôi sẽ kéo tôi lại ôm tiếp
qtrong là lun giữ ấm cho t lun,quan trọng là luôn giữ ấm cho tôi luôn
"nhà mk thanh mai trúc mã từ bé, mối tình đầu kẹo bông, hc trò r trưởng thành cùng nhau, siêu soft nổi tiếng yêu chiều mk.","nhà mình thanh mai trúc mã từ bé, mối tình đầu kẹo bông, học trò rồi trưởng thành cùng nhau, siêu soft nổi tiếng yêu chiều mình."
"H 2 mụn c r muốn báo côg an, lười vch :))) nhắc nhở thì bảo em thấy ai câu đc cá còn cho ăn mồi ko.","Giờ 2 mụn con rồi muốn báo công an, lười vch :))) nhắc nhở thì bảo em thấy ai câu được cá còn cho ăn mồi không."
"các em gái dg iu tranh thủ ""củ hành"" vào nhé, lấy về lười chảy thây ra đấy 😆","các em gái đang yêu tranh thủ ""củ hành"" vào nhé, lấy về lười chảy thây ra đấy 😆"
đọc cmt ms bt p cho bthan tgian vì nhx điều tốt đẹp thg đến muộn,đọc cmt mới biết phải cho bản thân thời gian vì những điều tốt đẹp thường đến muộn
Kể về 1 hành động màk bn thấy siêu soft đến từ ny✅,Kể về 1 hành động mà bạn thấy siêu soft đến từ người yêu✅
"Quen nhau từ năm lớp 10, đến này gần 20 năm yêu nhau, cưới đc 10 năm, vẫn chăm chỉ lột vỏ tôm và lột cua cho mk.","Quen nhau từ năm lớp 10, đến này gần 20 năm yêu nhau, cưới được 10 năm, vẫn chăm chỉ lột vỏ tôm và lột cua cho mình."
・T k muốn cs c t cs chia sẻ vs ẻm xoq ẻm bảo ksao còn nghiên cíu cả cách thắt ống ctct nx,・Tôi không muốn có con tôi có chia sẻ với ẻm xong ẻm bảo không sao còn nghiên cứu cả cách thắt ống ctct nữa
"Khổ thân qá, g csong E ổn ch??","Khổ thân quá, giờ cuộc sống Em ổn chưa??"
Trải qua từng ấy chuyện nhg b vẫn là một ng tử tế thì rất đág quý trọng,Trải qua từng ấy chuyện nhưng bạn vẫn là một người tử tế thì rất đáng quý trọng
zạ c kảm ơn cô!,dạ con cảm ơn cô!
Chúc em mọi điều tốt đẹp trg csong.,Chúc em mọi điều tốt đẹp trong cuộc sống.
ủa bà này xưa hay up hình trg group lắm ak xịn vãi còn tự may crochet nx cơ,ủa bà này xưa hay up hình trong group lắm á xịn vãi còn tự may crochet nữa cơ
"Respect b 🔥🔥🔥 chúc b năm ms nh sức khoẻ và bình an, hãy giữ trái tim lun kiên cường nvay nka 👍👍","Respect bạn 🔥🔥🔥 chúc bạn năm mới nhiều sức khoẻ và bình an, hãy giữ trái tim luôn kiên cường như vậy nha 👍👍"
Đr chính là toyyy :>>>,Đúng rồi chính là tôi :>>>
Ôm bn một cái nhé🫶 năm ms chúc bn nh skhoe và may mắn ạk🥰,Ôm bạn một cái nhé🫶 năm mới chúc bạn nhiều sức khỏe và may mắn ạ🥰
Csong cs nh cám dổ khi c thiếu thốn qá nh từ tc,Cuộc sống có nhiều cám dỗ khi con thiếu thốn quá nhiều từ tình cảm
đến vận chất nhg c đầy nghị lực tin vào bthan ko sa ngả để đánh đổi khi là cgai Chúc c zui khỏe,đến vật chất nhưng con đầy nghị lực tin vào bản thân không sa ngã để đánh đổi khi là con gái Chúc con vui khỏe
hp zới nhg j mk đả lm dc và nhg ngày tháng tiếp theo cn sẻ trưởng thành và thành côg hơn trg cs,hạnh phúc với những gì mình đã làm được và những ngày tháng tiếp theo con sẽ trưởng thành và thành công hơn trong cuộc sống
Khoảnh khắc tất cả mọi thứ tồi tệ đến cùng 1 lúc,Khoảnh khắc tất cả mọi thứ tồi tệ đến cùng 1 lúc
ng yêu kh chung thuỷ + bất ngờ nhận ra cv chính ko là đam mê + thi chứng chỉ TA thì bị móc túi mất cccd & 3 triệu tiền mặt.,người yêu không chung thuỷ + bất ngờ nhận ra công việc chính không là đam mê + thi chứng chỉ tiếng Anh thì bị móc túi mất cccd & 3 triệu tiền mặt.
Là mik của tháng 3 năm ấy.,Là mình của tháng 3 năm ấy.
Nhìn lại vẫn thấy hoài niệm.,Nhìn lại vẫn thấy hoài niệm.
Chính mik của khoảnh khắc ds quyết tâm thay đổi để cs mik của bh.,Chính mình của khoảnh khắc đó quyết tâm thay đổi để có mình của bây giờ.
"Kco tiền, tới tháng ko mua đc băng vệ sinh, chỉ bik nằm lót áo dưới mông cho máu chảy.","Không có tiền, tới tháng không mua được băng vệ sinh, chỉ biết nằm lót áo dưới mông cho máu chảy."
